,Restaurant_Name,Inspection_Score,vp_total
565,ZION LUTHERAN SCHOOL,100,0.0
566,HIGHLAND SPRINGS - FOUNTAIN VIEW,100,0.0
567,DALLAS MARRIOTT SUITES,100,0.0
568,7-ELEVEN CONVENIENCE STORE #33494C,95,5.0
569,FRANKI'S,95,5.0
570,BAYLOR UNIVERSITY MED CTR - CAFETERIA ATRIUM,94,6.0
571,"16096 TRINITY BASIN PREPARATORY, INC",99,1.0
572,BILLY CAN CAN,95,5.0
573,SAVOR,94,6.0
574,CASA DON LUIS TEX-MEX,91,9.0
575,HAMPTON FOOD MART,99,1.0
576,SUBWAY SANDWICHES,93,7.0
577,ZOE'S KITCHEN,88,12.0
578,MCDONALD'S,97,3.0
579,FLATT'S SHELL,98,2.0
580,THE AMERICAN LEGION WYNNEWOOD POST #511,83,17.0
581,SALSA VERDE,86,14.0
582,FIRE BOX,82,18.0
583,CC YOUNG (LEVEL 4 CAFE),98,2.0
584,TAQUERIA ACAMBARO,94,6.0
585,DICKEY'S BARBECUE PIT #621,86,14.0
586,LA MICHOACANA MEAT MKT/CARNICERIA,91,9.0
587,EL RIO GRANDE #1 / TAQUERIA,90,10.0
588,SIFT & POUR,94,6.0
589,WESTWOOD JR HIGH,100,0.0
590,DRAKES DALLAS,89,11.0
591,CATFISH FLOYD'S,94,6.0
592,HUNKY'S,86,14.0
593,PALETERIA LA SUPER,93,7.0
594,MARBELLA'S TAQUERIA,92,8.0
595,MI COCINA,93,7.0
596,WHEATLAND TACO CASA LLC,94,6.0
597,PARK CITY CLUB,93,7.0
598,NOTHING BUNDT CAKES,100,0.0
599,KWIK SAVE MART,95,5.0
600,"SHARKS, FISH AND CHICKEN",85,15.0
601,TAQUERIA MI TIERRITA,86,14.0
602,TRINITY BASIN PREPARATORY (2ND FLOOR),98,2.0
603,CHICKEN EXPRESS,97,3.0
604,LATIN DELI,96,4.0
605,IN-N-OUT BURGER #266,96,4.0
606,CLEAN JUICE,98,2.0
607,MR. BIGOTES TAQUERIA,96,4.0
608,TAVERNA PIZZEIA & RISOTTERIA,80,20.0
609,"MONKEY KING NOODLE, CO",95,5.0
610,COOPER FISH & CHICKEN LLC,89,11.0
611,DISD MARIA LUNA PHASE 1,100,0.0
612,JUSTIN F KIMBALL H S,100,0.0
613,BELLATRINO PIZZERIA & CUCINA,95,5.0
614,GUZMAN'SS,99,1.0
615,K-BIBA  INVESTMENTS,98,2.0
616,SONIC DRVE IN,96,4.0
617,WHATABURGER #608,97,3.0
618,FAYE'S PLACE,95,5.0
619,KWIK SAVE MART,93,7.0
620,THAI 2 GO,91,9.0
621,VIRGINIA'S,83,17.0
622,LAILI RESTAURANT,96,4.0
623,TACOS CANTU LLC,94,6.0
624,SILVERADO SENIOR LIVING-TURTLE CREEK,97,3.0
625,ZRG CONCEPTS,94,6.0
626,CULINAIRE INTERNATIONAL BAR,98,2.0
627,MCDONALDS,94,6.0
628,MACELLAIO,87,13.0
629,MI COCINA,87,13.0
630,STOP N SHOP,98,2.0
631,GREENVILLE STOP,100,0.0
632,FIESTA MART #212 (SEAFOOD),99,1.0
633,LA AZTECA MEAT MARKET,81,19.0
634,CRISTINA RESTAURANT,83,17.0
635,EXXON RAYYAN,94,6.0
636,ELISHA PEASE ELEMENTARY,100,0.0
637,SUPER MERCADO EL CERRITO/KITCHEN,94,6.0
638,TACOS Y MAS MEX GOURMET INC,94,6.0
639,KA THAI,80,20.0
640,THE GEM,96,4.0
641,TRIBAL JUICERY,81,19.0
642,BIG BOX CATERING,94,6.0
643,RAINBOW ICE CREAM SHOP,94,6.0
644,MCDONALD'S,92,8.0
645,MUMBAI GRILL,93,7.0
646,LA COSINITA,83,17.0
647,MCDONALDS,93,7.0
648,SHORT STOP,93,7.0
649,CAMPISI'S PIZZA,97,3.0
650,CATFISH KING,87,13.0
651,WOLFGANG PUCK CATERING-BUTCHER ROOM,100,0.0
652,JOY DONUTS,89,11.0
653,INWOOD DONUT,96,4.0
654,MARKET PLACE,98,2.0
655,CHURCH'S CHICKEN #83,93,7.0
656,POKE BOP,91,9.0
657,M DONUT SHOP,93,7.0
658,AMPHITHEATRE BLDG #L3,100,0.0
659,FANTASY CAKES,91,9.0
660,SUNSET HIGH SCHOOL,100,0.0
661,KWIK MART/CHURCH'S,89,11.0
662,EGGSELLENT CAFE II,91,9.0
663,FERGUSON DONUTS,87,13.0
664,BASKIN ROBBINS,98,2.0
665,"DOUG BOSTER GOURMET CATERING, LLC",97,3.0
666,LONE STAR CARE AT LAKEWEST,86,14.0
667,FURRS FAMILY DINING,81,19.0
668,CAFE MOZART,96,4.0
669,5 STAR DONUTS,88,12.0
670,BIRRIERIA AGUINAGA,89,11.0
671,SHELL SHACK,94,6.0
672,OAKCLIFF BIBLE FELLOWSHIP-SERVING LINE,99,1.0
673,MOXIE'S GRILL & BAR (OUTSIDE BAR),100,0.0
674,TEXAS BEST SMOKEHOUSE,91,9.0
675,FRUTERIA CANO,88,12.0
676,LA MICHOACANA MEAT MARKET GROCERY,97,3.0
677,THAI WOK IN & GO,87,13.0
678,ST PETE'S DANCING MARLIN,85,15.0
679,HILDA'S GROCERY,90,10.0
680,B H MACON ELEMENTARY,100,0.0
681,LAKEHILL PREP SCHOOL,98,2.0
682,TOM THUMB - STARBUCKS,96,4.0
683,COMPANY CAFE,87,13.0
684,TACO Y MAS,95,5.0
685,MCDONALDS,90,10.0
686,CC YOUNG RETIREMENT CENTER,95,5.0
687,SONIC DRIVE IN,96,4.0
688,JENNY CRAIG,98,2.0
689,FICTION COFFEE (KIOSK),97,3.0
690,MCDONALDS,93,7.0
691,TOM THUMB #3560 GROCERY,98,2.0
692,JACK IN THE BOX#715,93,7.0
693,MCDONALD'S RESTAURANT,97,3.0
694,PACIFIC DECK-DALLAS,100,0.0
695,BAYLOR HEALTH CARE SYSTEM CAFETERIA,98,2.0
696,MOT HAI BA,93,7.0
697,DUNSTON'S STEAKHOUSE,84,16.0
698,SONIC,99,1.0
699,PALETERIA Y NEVERIA COCO BONGO,80,20.0
700,MADISON HIGH SCHOOL,100,0.0
701,NOVA ACADEMY,100,0.0
702,SMOKY ROSE,93,7.0
703,TORTILLERIA MI PUEBLO,97,3.0
704,BIG GUY'S CHICKEN AND RICE,92,8.0
705,JACK IN THE BOX,100,0.0
706,LUMIN LINDSLEY PARK COMMUNITY SCHOOL,100,0.0
707,SUBWAY SANDWICHES,92,8.0
708,EL BOTANERO BAR,92,8.0
709,CHIPOTLE MEXICAN GRILL,99,1.0
710,CREAMISTRY,82,18.0
711,SUSHI BAR,100,0.0
712,CIGALLOU ELEMENTARY SCHOOL,97,3.0
713,GRACIELA BAKERY,92,8.0
714,EAST SIDE SOCIAL,96,4.0
715,DREAMS FOODMART,85,15.0
716,SPRAGUE WEST STADIUM,99,1.0
717,MCDONALDS,88,12.0
718,CHIPOTLE MEXICAN GRILL,94,6.0
719,SIXTH FLOOR MUSEUM,97,3.0
720,AMERICAN LEGION POST 292,85,15.0
721,OAK CLIFF BIBLE FELLOWSHIP CHURCH-YOUTH CENTER SNACK AREA,94,6.0
722,JOE'S DUGOUT,94,6.0
723,BIG TONYS WEST PHILLY CHEESE STEAKS DALLAS,75,25.0
724,BRYAN STREET TAVERN,80,20.0
725,BARNES & NOBLE CAFE,97,3.0
726,WINGSTOP,96,4.0
727,G TEXAS CATERING,90,10.0
728,MCDONALDS,97,3.0
729,EL RIO GRANDE SUPERMARKET - JUICE BAR,96,4.0
730,WEEKEND,95,5.0
731,THE ARTISAN,88,12.0
732,"WILD, WILD WEST",100,0.0
733,DOUBLE TREE LOVE FIELD-LOBBY CAFE,99,1.0
734,RAGIN CRAB,83,17.0
735,G TEXAS CATERING,95,5.0
736,FIESTA MART #32 GROCERY,93,7.0
737,15695 HEIGHTS PREP,91,9.0
738,MEDIEVAL TIMES BAR,100,0.0
739,IHOP #3650,91,9.0
740,VERONA ITALIAN CAFE,81,19.0
741,CHIPOTLE MEXICAN GRILL,98,2.0
742,FOODLAND MARKET,96,4.0
743,MCDONALDS #2383,96,4.0
744,SAUCE PIZZA & WINE,90,10.0
745,LUNA PREPARATORY PRIMARY,94,6.0
746,SUSHI YA RESTAURANT,85,15.0
747,SKYLINE STUDENT KITCHEN - CULINARY,100,0.0
748,WOLFGANG PUCK CATERING-PASTRY KITCHEN 3RD FLR,99,1.0
749,HOMEMADE DONUTS,93,7.0
750,THE CROSSINGS BY SAVORY CATERING,83,17.0
751,EL TIZONCITO III,90,10.0
752,PINNACLE PREP PRIMARY,100,0.0
753,SALAZAR ELEMENTARY,99,1.0
754,FIESTA MART CHEESE SHOP,94,6.0
755,TEXAS TORAH SCHOOL KITCHEN,94,6.0
756,SONIC DRIVE IN,99,1.0
757,DONUT KING,100,0.0
758,YAMA SUSHI JAPANESE RESTAURANT,82,18.0
759,WING DADDY'S GRILL,80,20.0
760,MARIE'S KITCHEN,90,10.0
761,BENIHANA,83,17.0
762,MARISCOS LA RIVIERA NAYARIT,84,16.0
763,G TEXAS CATERING,89,11.0
764,CRIS AND JOHN,79,21.0
765,FIESTA MART #32 TAQUERIA,94,6.0
766,TRADER JOE'S,96,4.0
767,FIESTA MART #32 TAQUERIA,92,8.0
768,7-11 #17433C,92,8.0
769,15734 3D CANTINA,82,18.0
770,CANVAS HOTEL - 6TH FLOOR,83,17.0
771,ACCENT FOOD SERVICES,100,0.0
772,MARK TWAIN SCHOOL,94,6.0
773,BENJAMIN FRANKLIN SCHOOL,95,5.0
774,THE ARTISAN,86,14.0
775,MCDONALDS,88,12.0
776,JACK LOWE ELEMENTARY,100,0.0
777,HIGHLAND PARK CAFETERIA,85,15.0
778,MURPHY'S DELI,91,9.0
779,MCDONALDS,88,12.0
780,DESI GROCERY,100,0.0
781,UTOPIA FOOD & FITNESS,100,0.0
782,AMPHITHEATRE BLDG #L2,100,0.0
783,ARLINGTON PARK,100,0.0
784,SAUCE PIZZA & WINE,92,8.0
785,GATEWAY #27,90,10.0
786,EL TIZONCITO III,82,18.0
787,DANTE'S ITALIAN EATERY,92,8.0
788,LOUISE WOLFF KHAN ELEM,99,1.0
789,CHEESE BAR,96,4.0
790,MARISCOS 2000 #2,86,14.0
791,GOURMET CHINA,93,7.0
792,GUZICK ELEMENTARY,99,1.0
793,KIPP PLEASANT GROVE PRIMARY,94,6.0
794,HILLCREST HIGH SCHOOL,97,3.0
795,UNCLE WOK,88,12.0
796,CRAFTY IRISHMAN PUBLIC HOUSE,93,7.0
797,CINDI'S NY DELI & RESTAURANT,88,12.0
798,PIZZA PATRON,99,1.0
799,EBBY HALLIDAY SCHOOL CAFETERIA,96,4.0
800,THE MOTH,89,11.0
801,FSK FOOD MART,75,25.0
802,LA MICHOACANA MEAT MARKET- BAKERY,96,4.0
803,SALSA LIMON,84,16.0
804,SARAH CAFE,80,20.0
805,NATHANIEL HAWTHORNE ELEM,92,8.0
806,LOS BALONES SPORT BAR & RESTAURANT,86,14.0
807,STARBUCKS IN TARGET STORES -T0875,91,9.0
808,MELIO'S CHAR BAR,85,15.0
809,SUDIE L WILLIAMS TALENTED AND GIFTED ACADEMY,98,2.0
810,AMPHITHEATRE BLDG #L1,100,0.0
811,CHINA WOK,84,16.0
812,HAVANA CAFE,78,22.0
813,FLYING FISH,90,10.0
814,TACO JOINT,90,10.0
815,BEST WESTERN PLUS HOTEL,85,15.0
816,MOE'S SOUTHWEST GRILL,91,9.0
817,CANVAS HOTEL - KITCHEN AREA 1ST FL,92,8.0
818,DONALD H SHEFFIELD GR 4-6,98,2.0
819,KNIGHT ELEMENTARY,93,7.0
820,SAL'S PIZZA,90,10.0
821,MCDONALDS,90,10.0
822,FITZHUGH CHEVRON,81,19.0
823,DUNSTON'S STEAKHOUSE,93,7.0
824,AMC THEATRES NORTHPARK 15 (BAR),98,2.0
825,GILL ELEMENTARY,88,12.0
826,SHELL TRAVEL CENTER,92,8.0
827,TERIYAKI HOUSE,91,9.0
828,WHATABURGER,89,11.0
829,BURGER KING,95,5.0
830,GRASSROOTS KITCHEN,97,3.0
831,GATEWAY CHARTER ACADEMY,91,9.0
832,SALATA,89,11.0
833,MCDONALDS,93,7.0
834,KIEST MARKET,94,6.0
835,TORTILLERIA EL CHARRACO,92,8.0
836,AMC THEATRES NORTHPARK 15 (BAR),100,0.0
837,GEORGE B DEALEY,97,3.0
838,ADELLE TURNER SCHOOL,100,0.0
839,TEXAS CATERING,93,7.0
840,WALGREENS $#06891,96,4.0
841,ODDFELLOW'S,80,20.0
842,BIERGARTEN,100,0.0
843,SCOTTISH RITE HOSPITAL SERVERY,96,4.0
844,LA MADELEINE,92,8.0
845,ZIZIKI'S,88,12.0
846,MONTESSORI ACADEMY AT ONESIMO HERNANDEZ ELEMENTARY,99,1.0
847,MALIBU POKE,92,8.0
848,TORTILLERIA GALINDO,97,3.0
849,GASTON DONUTS,80,20.0
850,DON TACO,90,10.0
851,R & R CAFE,76,24.0
852,FAST WOK,81,19.0
853,PANADERIA & RESTAURANT GUATEMALTECA,76,24.0
854,CLINTON P RUSSELL SCHOOL,93,7.0
855,HENDERSON CHICKEN,95,5.0
856,TROMPOS TACOS DOWNTOWN,83,17.0
857,BEST WESTERN PLUS HOTEL,80,20.0
858,BURGER KING,93,7.0
859,WM M ANDERSON ELEMENTARY,95,5.0
860,MURPHYS DELI,90,10.0
861,SAM'S GRILL & SEAFOOD,81,19.0
862,FAMILY DOLLAR,93,7.0
863,GOLDEN CHICK,86,14.0
864,MARTINEZ ELEM SCHOOL,90,10.0
865,SEASON'S 52,90,10.0
866,LIBERTY JR HIGH SCHOOL,100,0.0
867,THE BIG MOUTH BURGER COMPANY,80,20.0
868,SKYVIEW ELEMENTARY,93,7.0
869,ZOE'S KITCHEN,86,14.0
870,MOVIES 17 CONCESSION #3,100,0.0
871,KAY'S RESTAURANT & BAR,82,18.0
872,MCDONALD'S,95,5.0
873,STAN'S BLUE NOTE,80,20.0
874,J N ERVIN ELEMENTARY,93,7.0
875,THE WHISTLING PIG,90,10.0
876,CULINAIRE INTERNATIONAL RESTAURANT,95,5.0
877,AMPHITHEATRE BLDG #L1,100,0.0
878,PANDA CHINESE FOOD,86,14.0
879,SEAFOOD SHACK,96,4.0
880,SOUTHWEST AIRLINES - MAIN KITCHEN,88,12.0
881,WHOLE FOODS MARKET (BBQ),95,5.0
882,POPEYE'S,93,7.0
883,MAGO'S CAFE,90,10.0
884,DESTA ETHIOPIAN RESTAURANT,80,20.0
885,DICK'S LAST RESORT,91,9.0
886,SUPERMARKET EL RANCHO #10,87,13.0
887,PAPA JOHN'S PIZZA #1191,89,11.0
888,WHOLE FOODS MARKET (PREPARED FOODS & SUSHI),88,12.0
889,SPROUTS FARMERS MARKET#149 (DELI / BAKERY),93,7.0
890,1600 CAFE,81,19.0
891,FIESTA MART #58 GROCERY,92,8.0
892,FLOWER CHILD,89,11.0
893,ASIAN MINT,88,12.0
894,WESTIN 20TH FLOOR,90,10.0
895,BODARD BISTRO,72,28.0
896,RUSTY TACO,90,10.0
897,LA MICHOACANA MEAT MARKET - TAQUERIA,80,20.0
898,MOCKINGBIRD ELEMENTARY SCHOOL,100,0.0
899,GRAM'S DONUTS,92,8.0
900,STRATOS BAR & GRILL,85,15.0
901,LEONARDO'S TEX-MEX & AMERICAN FOOD,83,17.0
902,BISTRO CAFE&GRILL,81,19.0
903,EBBY HALLIDAY SCHOOL CAFETERIA,95,5.0
904,YUMMI SUSHI,97,3.0
905,TIENDA SANTA ROSA,92,8.0
906,CHIPS RESTAURANT,80,20.0
907,RITZ CARLTON HOTEL-BACK BQT KITCHEN,96,4.0
908,CHILANGOLANDIA,80,20.0
909,COWBOY CHICKEN,88,12.0
910,LA UNICA RESTAURANTE Y PUPUSERIA,82,18.0
911,GOLDEN RULE CHARTER SCHOOL,96,4.0
912,COURTYARD BY MARRIOTT,96,4.0
913,AMPHITHEATRE BLDG #R3,100,0.0
914,K-BIBA  INVESTMENTS,94,6.0
915,THE WILD TURKEY,87,13.0
916,KATY TRAIL ICE HOUSE - SHACK KITCHEN AND BAR,100,0.0
917,TAQUERIA FONDITA CELAYA,99,1.0
918,ACADEMY OF DALLAS,96,4.0
919,WHOLE FOODS MARKET (TAP ROOM),95,5.0
920,COCO'S FIRE AND GRILL,70,30.0
921,THE WING BUCKET,87,13.0
922,COME TACO,80,20.0
923,W W HARLEE ELEMENTARY,99,1.0
924,SUSHI/KITCHEN,79,21.0
925,TRES AMIGOS,89,11.0
926,BBBOP SEOUL KITCHEN,90,10.0
927,EL PAISANO,86,14.0
928,DALLAS BAPTIST UNIVERSITY,97,3.0
929,BUY & RIDE FOOD STORE,90,10.0
930,CASHSAVER BAKERY,88,12.0
931,TOM THUMB #2534 MEAT,97,3.0
932,KOOLY'S BBQ,85,15.0
933,BEST WESTERN PLUS HOTEL,92,8.0
934,LANG MIDDLE SCHOOL/CAFETERIA,95,5.0
935,CIGALLOU ELEMENTARY SCHOOL,96,4.0
936,MAJESTIC THEATER,99,1.0
937,EL POLLO REGIO,84,16.0
938,RONNIES CATFISH #2,86,14.0
939,YENAT GUADA ETHIOPIAN CUISINE,97,3.0
940,SEAFOOD CONNECTION,97,3.0
941,MCDONALDS #7395,95,5.0
942,FEARING RESTAURANT,90,10.0
943,COVANCE INC,100,0.0
944,TRUETT ELEMENTARY SCHOOL,92,8.0
945,GOOD LUCK BBQ & BURGERS,86,14.0
946,WM B TRAVIS SCHOOL,100,0.0
947,MCDONALDS,90,10.0
948,STARBUCKS-COLE & LEMMON,93,7.0
949,SAM'S CLUB GROCERY,100,0.0
950,LEDBETTER FOOD & GAS,89,11.0
951,FRED FLORENCE MIDDLE SCHOOL,92,8.0
952,KIEST ELEMENTARY SCHOOL,93,7.0
953,BOTANAS RAKIS,84,16.0
954,WOODROW WILSON HIGH,88,12.0
955,VERONA ITALIAN CAFE,87,13.0
956,OAK CLIFF BIBLE FELLOWSHIP (BLDG A),96,4.0
957,URBANO CAFE,93,7.0
958,TACOLINGO,84,16.0
959,PALETERIA NEVERIA LA CHINA POBLANA,82,18.0
960,PAPPAS BROTHERS STEAKHOUSE,93,7.0
961,BOOKER T WASHINGTON SCHOOL OF VISUAL AND PERFORMING ARTS,97,3.0
962,FLOYDS PLACE,97,3.0
963,PRODUCTION KITCHEN,99,1.0
964,LEKKA,91,9.0
965,WENDY'S,95,5.0
966,TRIUMPH PREPARATORY PRIMARY,97,3.0
967,EL MOLINO TORTILLERIA,89,11.0
968,MEERUT KABAB HOUSE,84,16.0
969,BURGER KING,89,11.0
970,CPF SENIOR LIVING (TRATTORA),89,11.0
971,WALMART #5889 BAKERY/DELI,93,7.0
972,TACOS Y MAS MEX GOURMET INC,80,20.0
973,CHILI'S GRILL & BAR,88,12.0
974,BILLY CAN CAN,81,19.0
975,ST CECILIA SCHOOL,73,27.0
976,SAVORY CATERING,87,13.0
977,EL PAISANO,64,36.0
978,FORMOSA EXPRESS,89,11.0
979,NAMMI TRUCK (COMMISSARY),81,19.0
980,ASIAN STAR BUFFET,92,8.0
981,GOOD LUCK BURGER,89,11.0
982,SAM'S GRILL & SEAFOOD,82,18.0
983,LALA'S MEXICAN CAFE,84,16.0
984,LA GUADALUPANA,74,26.0
985,7-ELEVEN,96,4.0
986,ALEX SPENCE SCHOOL,88,12.0
987,ABUGEDA GROCERY,90,10.0
988,SPORTS PAGE LOBBY BAR- DOUBLE TREE LOVEIELD,95,5.0
989,PRINCI ITALIA,84,16.0
990,CHINA KITCHEN,80,20.0
991,TURNER AGASI CHARTER SCHOOL FACILITIES,99,1.0
992,SKYLINE HIGH SCHOOL,99,1.0
993,SIDNEY LANIER SCHOOL,95,5.0
994,EPISCOPAL SCHOOL OF DLS,88,12.0
995,GALLO NERO ITALIAN BISTRO,70,30.0
996,EMBASSY SUITES DALLAS LOVE FIELD (1ST FLOOR BUFFET),94,6.0
997,POPEYES,88,12.0
998,FIESTA MART #210 (DELI),98,2.0
999,EL BOTANERO BAR,72,28.0
1000,WOO MEE OAK,80,20.0
1001,LUNA'S TORTILLERIA,82,18.0
1002,HARMONY SCHOOL OF NATURE/1ST FLR/WEST WING,99,1.0
1003,EMMETT CONRAD HIGH SCHOOL,94,6.0
1004,MONTERREY RESTAURANT & BBQ,80,20.0
1005,RESTAURANTE DONA MARY,82,18.0
1006,BACHMAN TACOS,65,35.0
1007,LA MICHOACANA/ TAQUERIA,95,5.0
1008,LA ACADEMIA DE ESTRELLAS CAFETERIA,100,0.0
1009,CEDAR CREST ELEMENTARY SCHOOL,92,8.0
1010,CHRIST THE KING SCHOOL,95,5.0
1011,DALLAS CAN ACADEMY CHARTER SCHOOL,100,0.0
1012,FITOS TAQUERIA,84,16.0
1013,CHICKEN HOUSE PLUS,84,16.0
1014,LA PICOSA,87,13.0
1015,ROMA'S PIZZA & GRILL,98,2.0
1016,TAQUERIA Y CARNICERIA GUANAJUATO/MEAT MARKET,88,12.0
1017,DAIRY QUEEN,93,7.0
1018,INSPIRED VISION ACADEMY II,100,0.0
1019,HEXTER ELEMENTARY SCHOOL,94,6.0
1020,KENNEMER MIDDLE SCHOOL,98,2.0
1021,DAIRY QUEEN,87,13.0
1022,7-ELEVEN CONVENIENCE STORE #38111A,94,6.0
1023,MEDRANO ELEMENTARY SCHOOL,96,4.0
1024,GEXA ENERGY PAVILION BLDG #R4,100,0.0
1025,SUBWAY,96,4.0
1026,ARIF CAFE,80,20.0
1027,BIRDIE ALEXANDER ELEMENTARY,95,5.0
1028,EMBASSY SUITES PARK CENTRAL - BAR,93,7.0
1029,HUAPANGO MEXICAN CUISINE,91,9.0
1030,CHURCH'S CHICKEN #4835,88,12.0
1031,KFC,85,15.0
1032,RITZ CARLTON HOTEL - KITCHEN,88,12.0
1033,IBEX EHIOPIAN CUISINE & BAR,81,19.0
1034,LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCHOOL,96,4.0
1035,JACK IN THE BOX,93,7.0
1036,BEYOND THE BOX CATERING,81,19.0
1037,TAQUERIO CARACOLES,95,5.0
1038,THE ROSE CAFE,96,4.0
1039,JOHN W CARPENTER SCH,100,0.0
1040,AFRICAN AMERICAN MUSEUM,100,0.0
1041,PEAK PREPARATORY-PRIMARY SCHOOL,94,6.0
1042,BRAUM'S ICE CREAM #256,88,12.0
1043,I LOVE PHO NOODLE SOUP GRILL,74,26.0
1044,BUTTERFIELD GOURMET LLC,90,10.0
1045,MOSS HAVEN ELEMENTARY,90,10.0
1046,URBAN CAPHE,80,20.0
1047,BUCHANAN'S SPORTS BAR & GRILL,81,19.0
1048,HOTEL LAWRENCE,94,6.0
1049,S & B STORE,95,5.0
1050,SAN JANG KOREAN RESTAURANT,82,18.0
1051,FUZZY'S TACO SHOP,89,11.0
1052,AMPHITHEATRE BLDG #R1,97,3.0
1053,CHICK-FIL-A,90,10.0
1054,FAMILY DOLLAR #6417,87,13.0
1055,GO FISH POKE,84,16.0
1056,CHURCH'S CHICKEN #1687,100,0.0
1057,FERGUSON FOOD MART,97,3.0
1058,ANTOJITOS AZTECA,80,20.0
1059,APP#49056 COAL VINE'S PIZZA,82,18.0
1060,GRANNY'S PANTRY INC,94,6.0
1061,CHINESE KITCHEN,94,6.0
1062,LAKE HIGHLANDS HIGH SCHOOL,93,7.0
1063,CHARCO BROILER STEAK #2,94,6.0
1064,ST MARKS SCHOOL OF TEXAS,91,9.0
1065,SHINSEI RESTAURANT,89,11.0
1066,WHOLE FOODS MARKET (SQUEEZE & GRIND),90,10.0
1067,THURGOOD MARSHALL ELEMENTARY SCHOOL,94,6.0
1068,"GBC FOOD SERVICES, LLC (INSIDE KROGER)",97,3.0
1069,PEKING KITCHEN,81,19.0
1070,EL HUARACHE RESTAIRANT,76,24.0
1071,I-HOP,93,7.0
1072,PARK AVENUE CLUB,91,9.0
1073,THE PHARMACY,97,3.0
1074,ETHIOPIAN AMERICAN KIDS MINISTRIE,100,0.0
1075,EL PAISANO,74,26.0
1076,LIQUID ZOO SPORTS & CIGAR BAR,94,6.0
1077,GREEK ISLES OF DALLAS,86,14.0
1078,HAVANA CAFE,79,21.0
1079,ARCADIA ELEMENTARY SCHOOL,93,7.0
1080,SUSHI ICHIBAN,80,20.0
1081,ACCENT FOOD SERVICES,97,3.0
1082,15710 FOODA-CHASE TOWER,96,4.0
1083,J G'S HAMBURGERS,98,2.0
1084,AMPHITHEATRE BLDG #R2,97,3.0
1085,MULTIPLE CAREERS MAGNET,93,7.0
1086,BEST WESTERN PLUS HOTEL,95,5.0
1087,LAKEWOOD CC MEN'S CARDROOM,100,0.0
1088,SERENGETI GRILL,87,13.0
1089,JOSE,84,16.0
1090,ST PIUS X PAROCHIAL,96,4.0
1091,SOLAR PREPARATORY SCHOOL FOR BOYS,97,3.0
1092,SONIC DRIVE IN,92,8.0
1093,MI CAMINO RESTAURANTE,74,26.0
1094,RUBY'S SNO-BALLS,94,6.0
1095,SONIC DRIVE IN,92,8.0
1096,WESTIN (MAIN KITCHEN),88,12.0
1097,L A STEMMONS SCHOOL,94,6.0
1098,GENEVA HEIGHTS ELEMENTARY SCHOOL,97,3.0
1099,OLIVE GARDEN,90,10.0
1100,ENO'S PIZZA TAVERN,87,13.0
1101,REGAL PLAZA CAFE,93,7.0
1102,MCDONALD'S,88,12.0
1103,LUCKY TEXAN 3,90,10.0
1104,PALETERIA MEXICO,87,13.0
1105,BRICK & BONES,91,9.0
1106,PROMISE HOSPITAL OF DALLAS,94,6.0
1107,LUCKY TEXAN #8,95,5.0
1108,Y CARNICERIA GUANAJUATO,76,24.0
1109,ZARAGOZA ELEMENTARYSCHOOL,85,15.0
1110,FAMILY CRISPY CHICKEN & RICE,86,14.0
1111,KWIK MART VALERO,93,7.0
1112,POLLO REGIO,85,15.0
1113,APP#49280 WAFFLE HOUSE,92,8.0
1114,CAFE SALSEPA,93,7.0
1115,AM DONUT AND COFFEE,97,3.0
1116,PERSHING ELEMENTARY SCHOOL,92,8.0
1117,SEARCH PLAZA CAFE,71,29.0
1118,RESTAURANTE MAMITA TANCHO,71,29.0
1119,DALLAS BAPTIST UNIVERSITY -CHICK-FIL-A,98,2.0
1120,MURPHY'S DELI,92,8.0
1121,7-ELEVEN CONVENIENCE STORE #38438A,85,15.0
1122,HENRY LONGFELLOW ELEM,95,5.0
1123,W W HARLEE ELEMENTARY,96,4.0
1124,EMBASSY SUITES DALLAS PARK CENTRAL - KITCHEN,87,13.0
1125,TACOS & TEQUILA 1ST FLOOR,86,14.0
1126,ST THOMAS SCHOOL,99,1.0
1127,CHAN THAI & PHO 88,81,19.0
1128,TACO CABANA,96,4.0
1129,TORCHY'S TACOS #13,85,15.0
1130,"TRAVEL CENTERS OF AMERICA, PETRO 0150",95,5.0
1131,BOSTON MARKET #0325,96,4.0
1132,EL RANCHO #14 TAQUERIA,86,14.0
1133,PHO DK,91,9.0
1134,CJ & ANN HYMAN ELEMENTARY,96,4.0
1135,THE ARTISAN,87,13.0
1136,I LOVE PHO NOODLE SOUP GRILL,88,12.0
1137,GUCKENHEIMER @ TEXAS INSTRUMENTS SC BLDG,90,10.0
1138,LAREDO TACO COMPANY,86,14.0
1139,BABY BACK SHAK,85,15.0
1140,SONIC DRIVE IN,99,1.0
1141,EGG ROLL HUT,70,30.0
1142,SOUTHWEST AIRLINES STARBUCKS & RUNWAY CAFE,93,7.0
1143,LADUNI LATIN CAFE,80,20.0
1144,COCO LOCO,80,20.0
1145,ST BERNARD SCHOOL,94,6.0
1146,HONEY BAKED HAM,96,4.0
1147,ANATOLE HOTEL (EMPLOYEE CAFE),100,0.0
1148,CC YOUNG LEVEL 8 (SKILLED NURSING CAFE),100,0.0
1149,TOWER CLUB OF DALLAS,88,12.0
1150,WESTIN (CAFE IN THE PARK),90,10.0
