Year,Country,Life_Expectancy,Region,Income_Group,Alcohol,BMI,HIV_AIDS,Measles,Schooling,Healthcare_Expenditure
2001,Seychelles,72,Sub-Saharan Africa,High income,6.72,27.6,0.1,0,12.2,643.7035752
2003,Seychelles,72.1,Sub-Saharan Africa,High income,7.41,28.7,0.1,0,12.1,843.1186662
2005,Seychelles,72.2,Sub-Saharan Africa,High income,7.82,3.1,0.1,0,12.1,21.4653132
2002,Seychelles,72.1,Sub-Saharan Africa,High income,11.15,28.1,0.1,0,12.1,562.3601848
2014,SierraLeone,48.1,Sub-Saharan Africa,Low income,0.01,23.8,0.6,1006,9.5,1.443286353
2013,SierraLeone,54,Sub-Saharan Africa,Low income,0.01,23.3,0.8,15,9.3,1.321464076
2012,SierraLeone,49.7,Sub-Saharan Africa,Low income,0.01,22.7,0.9,678,9.1,54.56033696
2011,SierraLeone,48.9,Sub-Saharan Africa,Low income,3.78,22.2,1.3,1865,8.9,54.6659175
2010,SierraLeone,48.1,Sub-Saharan Africa,Low income,3.84,21.7,1.6,1089,8.7,5.347717533
2009,SierraLeone,47.1,Sub-Saharan Africa,Low income,3.97,21.2,1.7,31,8.5,49.8371267
2008,SierraLeone,46.2,Sub-Saharan Africa,Low income,3.91,2.7,1.9,44,8.3,5.379606465
2007,SierraLeone,45.3,Sub-Saharan Africa,Low income,3.86,2.2,2.2,0,8.2,45.57108889
2006,SierraLeone,44.3,Sub-Saharan Africa,Low income,3.8,19.7,2.2,33,8,38.00075788
2005,SierraLeone,43.3,Sub-Saharan Africa,Low income,3.83,19.2,2.2,29,7.8,42.08892911
2004,SierraLeone,42.3,Sub-Saharan Africa,Low income,3.99,18.8,2.1,7,7.6,38.52454761
2003,SierraLeone,41.5,Sub-Saharan Africa,Low income,4.07,18.4,1.9,586,7.4,38.61473209
2002,SierraLeone,48,Sub-Saharan Africa,Low income,4.06,17.9,1.7,568,7.2,36.59114895
2001,SierraLeone,41,Sub-Saharan Africa,Low income,4.21,17.5,1.5,649,7,33.34691455
2000,SierraLeone,39,Sub-Saharan Africa,Low income,3.97,17.2,1.2,3575,6.7,20.39568283
2015,Singapore,83.1,East Asia & Pacific,High income,1.79,33.2,0.1,0,15.4,0
2014,Singapore,82.9,East Asia & Pacific,High income,1.83,32.9,0.1,0,15.4,7971.646361
2013,Singapore,82.7,East Asia & Pacific,High income,1.83,32.7,0.1,138,15.4,714.3441019
2012,Singapore,82.5,East Asia & Pacific,High income,1.89,32.4,0.1,42,15.4,6041.858981
2011,Singapore,82.2,East Asia & Pacific,High income,1.8,32.1,0.1,148,15.2,638.0001097
2010,Singapore,82,East Asia & Pacific,High income,1.84,31.8,0.1,50,14.5,4540.543752
2009,Singapore,81.7,East Asia & Pacific,High income,1.73,31.5,0.1,16,14.4,462.9306986
2008,Singapore,81.4,East Asia & Pacific,High income,1.7,31.2,0.1,18,14.2,3404.13099
2007,Singapore,81.1,East Asia & Pacific,High income,1.6,3.9,0.1,15,14.1,3082.973535
2006,Singapore,87,East Asia & Pacific,High income,1.55,3.5,0.1,23,13.9,2639.376955
2003,Singapore,79.3,East Asia & Pacific,High income,1.43,29.6,0.1,33,12.7,2263.068326
2004,Singapore,79.7,East Asia & Pacific,High income,1.45,29.9,0.1,96,12.7,204.2481892
2001,Singapore,78.7,East Asia & Pacific,High income,2.08,28.9,0.1,408,12.7,1003.366877
2005,Singapore,82,East Asia & Pacific,High income,1.49,3.2,0.1,33,12.6,2356.731479
2002,Singapore,79,East Asia & Pacific,High income,2.16,29.2,0.1,211,12.6,142.0989818
2000,Singapore,78.3,East Asia & Pacific,High income,2.03,28.5,0.1,141,12.5,1855.828806
2014,Slovakia,76.4,Europe & Central Asia,High income,10.6,58.4,0.1,0,15.1,0
2013,Slovakia,76.1,Europe & Central Asia,High income,9.89,57.8,0.1,0,15,0
2012,Slovakia,75.8,Europe & Central Asia,High income,10.12,57.2,0.1,0,15,0
2010,Slovakia,75.1,Europe & Central Asia,High income,10.13,55.9,0.1,0,15,0
2011,Slovakia,75.6,Europe & Central Asia,High income,10.24,56.5,0.1,0,15,0
2009,Slovakia,75,Europe & Central Asia,High income,10.63,55.3,0.1,0,14.9,0
2008,Slovakia,74.7,Europe & Central Asia,High income,11.37,54.8,0.1,0,14.8,0
2007,Slovakia,74.4,Europe & Central Asia,High income,10.58,54.2,0.1,0,14.5,0
2006,Slovakia,74.3,Europe & Central Asia,High income,10.28,53.7,0.1,0,14.3,0
2005,Slovakia,74,Europe & Central Asia,High income,10.81,53.1,0.1,0,14,0
2004,Slovakia,74.1,Europe & Central Asia,High income,10.03,52.6,0.1,2,13.8,0
2003,Slovakia,73.8,Europe & Central Asia,High income,9.85,52.1,0.1,1,13.6,0
2001,Slovakia,73.3,Europe & Central Asia,High income,10.73,51.1,0.1,0,13.3,0
2002,Slovakia,73.7,Europe & Central Asia,High income,10.78,51.6,0.1,0,13.3,0
2000,Slovakia,73,Europe & Central Asia,High income,11.06,5.7,0.1,0,13,0
2014,Slovenia,87,Europe & Central Asia,High income,10.46,59.5,0.1,52,17.6,31.13492794
2011,Slovenia,79.8,Europe & Central Asia,High income,10.61,57.6,0.1,22,17,3343.026219
2010,Slovenia,79.5,Europe & Central Asia,High income,10.32,57,0.1,2,16.9,3187.496219
2009,Slovenia,79.1,Europe & Central Asia,High income,10.52,56.4,0.1,0,16.9,3505.389434
2008,Slovenia,78.9,Europe & Central Asia,High income,10.94,55.8,0.1,0,16.9,392.9588536
2013,Slovenia,85,Europe & Central Asia,High income,9.53,58.9,0.1,1,16.8,259.7786785
2012,Slovenia,82,Europe & Central Asia,High income,10.95,58.2,0.1,2,16.8,3283.024864
2007,Slovenia,78.3,Europe & Central Asia,High income,11.02,55.2,0.1,0,16.8,3256.724028
2006,Slovenia,78.1,Europe & Central Asia,High income,12.26,54.7,0.1,0,16.7,2724.17807
2004,Slovenia,77.2,Europe & Central Asia,High income,10,53.5,0.1,0,16.6,235.3785281
2005,Slovenia,77.5,Europe & Central Asia,High income,11.14,54.1,0.1,0,16.3,2503.714258
2003,Slovenia,76.5,Europe & Central Asia,High income,11.58,52.9,0.1,0,16.1,203.3252124
2002,Slovenia,76.6,Europe & Central Asia,High income,9.29,52.3,0.1,0,15.6,1617.473418
2001,Slovenia,76.2,Europe & Central Asia,High income,10.8,51.8,0.1,0,14.7,196.3026243
2000,Slovenia,76,Europe & Central Asia,High income,11.9,51.2,0.1,0,14.6,161.4473853
2014,SolomonIslands,68.8,East Asia & Pacific,Lower middle income,0.01,49.7,0.1,0,9.6,3.718438799
2013,SolomonIslands,68.8,East Asia & Pacific,Lower middle income,0.01,48.9,0.1,0,9.5,24.73328608
2012,SolomonIslands,68.7,East Asia & Pacific,Lower middle income,0.01,48.1,0.1,0,9.4,247.9492284
2011,SolomonIslands,68.5,East Asia & Pacific,Lower middle income,0.99,47.2,0.1,0,9.4,229.6687488
2010,SolomonIslands,68.3,East Asia & Pacific,Lower middle income,1.1,46.4,0.1,0,9.3,29.5207994
2009,SolomonIslands,68.1,East Asia & Pacific,Lower middle income,1.21,45.5,0.1,0,9.3,244.3976438
2008,SolomonIslands,68,East Asia & Pacific,Lower middle income,1.09,44.7,0.1,0,9.2,19.74929219
2007,SolomonIslands,67.6,East Asia & Pacific,Lower middle income,0.85,43.8,0.1,0,9,28.90135229
2006,SolomonIslands,67.6,East Asia & Pacific,Lower middle income,0.99,43,0.1,0,8.4,240.4851202
2005,SolomonIslands,67.4,East Asia & Pacific,Lower middle income,0.9,42.1,0.1,0,8.3,25.31155956
2004,SolomonIslands,67.1,East Asia & Pacific,Lower middle income,1.18,41.3,0.1,0,8.1,195.5259417
2003,SolomonIslands,66.8,East Asia & Pacific,Lower middle income,1.18,4.4,0.1,0,8,16.83170578
2002,SolomonIslands,66.5,East Asia & Pacific,Lower middle income,1.08,39.6,0.1,0,7.3,156.2847968
2000,SolomonIslands,65.8,East Asia & Pacific,Lower middle income,0.71,37.9,0.1,0,7.2,4.24926073
2001,SolomonIslands,66.2,East Asia & Pacific,Lower middle income,0.7,38.7,0.1,0,6.6,325.1114746
2000,SouthAfrica,57.3,Sub-Saharan Africa,Upper middle income,7.3,4.1,21.3,1459,13,45.96380839
2014,SouthAfrica,62,Sub-Saharan Africa,Upper middle income,7.38,5.3,3.7,66,13,922.0507313
2001,SouthAfrica,56,Sub-Saharan Africa,Upper middle income,7.38,4.9,24,1166,13,365.2585722
2003,SouthAfrica,54,Sub-Saharan Africa,Upper middle income,6.93,42.2,28.9,244,12.9,519.1563781
2004,SouthAfrica,53.7,Sub-Saharan Africa,Upper middle income,6.96,42.9,29.7,830,12.9,622.043809
2002,SouthAfrica,54.9,Sub-Saharan Africa,Upper middle income,7.04,41.6,26.6,1043,12.9,346.5316007
2008,SouthAfrica,55.3,Sub-Saharan Africa,Upper middle income,8.19,45.7,23.5,39,12.9,780.0336423
2007,SouthAfrica,54.5,Sub-Saharan Africa,Upper middle income,8.48,45,26.4,31,12.9,805.490079
2006,SouthAfrica,54,Sub-Saharan Africa,Upper middle income,8.5,44.3,28.1,81,12.9,732.1255305
2005,SouthAfrica,53.8,Sub-Saharan Africa,Upper middle income,8.69,43.6,29.5,615,12.9,709.3170967
2010,SouthAfrica,58,Sub-Saharan Africa,Upper middle income,7.28,47.2,11,12499,12.8,1038.885632
2013,SouthAfrica,69,Sub-Saharan Africa,Upper middle income,7.34,49.5,4.5,25,12.8,978.5905287
2012,SouthAfrica,59.2,Sub-Saharan Africa,Upper middle income,7.38,48.7,7.6,32,12.8,1089.954838
2011,SouthAfrica,58.9,Sub-Saharan Africa,Upper middle income,7.38,47.9,8.5,92,12.8,123.753335
2009,SouthAfrica,56.5,Sub-Saharan Africa,Upper middle income,7.6,46.4,19,5857,12.8,782.5987144
2014,Spain,82.6,Europe & Central Asia,High income,0.01,66,0.1,154,17.6,42.98847625
2013,Spain,82.4,Europe & Central Asia,High income,9.25,65.4,0.1,131,17.5,423.680459
2012,Spain,82,Europe & Central Asia,High income,9.35,64.8,0.1,1204,17.2,4255.781693
2011,Spain,82.1,Europe & Central Asia,High income,9.62,64.1,0.1,3802,16.9,4873.8188
2010,Spain,81.9,Europe & Central Asia,High income,9.78,63.5,0.1,302,16.4,578.7417172
2009,Spain,81.6,Europe & Central Asia,High income,9.99,62.9,0.1,41,16.3,5047.254058
2008,Spain,81.3,Europe & Central Asia,High income,10.24,62.3,0.1,297,16.1,5596.535203
2007,Spain,89,Europe & Central Asia,High income,11.05,61.7,0.1,267,16,510.9327012
2006,Spain,88,Europe & Central Asia,High income,11.86,61.1,0.1,362,15.9,4460.390006
2005,Spain,81,Europe & Central Asia,High income,11.92,6.5,0.1,22,15.8,405.4475981
2001,Spain,79.4,Europe & Central Asia,High income,9.86,58.2,0.1,0,15.7,2044.169761
2000,Spain,79.1,Europe & Central Asia,High income,11.12,57.6,0.1,152,15.7,1934.398154
2002,Spain,79.5,Europe & Central Asia,High income,12.26,58.8,0.1,67,15.7,228.3543024
2004,Spain,81,Europe & Central Asia,High income,11.96,59.9,0.1,26,15.6,3715.370095
2003,Spain,79.4,Europe & Central Asia,High income,12.09,59.3,0.1,256,15.6,3205.019918
2014,SriLanka,74.7,South Asia,Lower middle income,2.37,22.7,0.1,1686,14,42.7308283
2013,SriLanka,74.6,South Asia,Lower middle income,2.56,21.9,0.1,2107,13.8,41.62053588
2012,SriLanka,74.5,South Asia,Lower middle income,2.8,21.2,0.1,51,13.7,20.76877311
2011,SriLanka,74.5,South Asia,Lower middle income,3.03,2.5,0.1,60,13.6,20.83302367
2010,SriLanka,74.5,South Asia,Lower middle income,2.31,19.8,0.1,79,13.5,191.7267589
2009,SriLanka,71.8,South Asia,Lower middle income,2.05,19.2,0.1,21,13.4,13.39092189
2008,SriLanka,72.3,South Asia,Lower middle income,2.1,18.5,0.1,33,13.3,17.81424344
2007,SriLanka,73.7,South Asia,Lower middle income,2.29,17.9,0.1,44,13.2,127.6377505
2006,SriLanka,73.8,South Asia,Lower middle income,1.96,17.2,0.1,0,13.1,120.2471713
2005,SriLanka,74.2,South Asia,Lower middle income,1.97,16.6,0.1,3,12.9,97.76637062
2004,SriLanka,69.1,South Asia,Lower middle income,1.56,16.1,0.1,35,12.8,15.35342268
2003,SriLanka,73.9,South Asia,Lower middle income,1.69,15.6,0.1,65,12.7,72.4280894
2002,SriLanka,73.7,South Asia,Lower middle income,1.62,15.1,0.1,139,12.6,59.63595674
2001,SriLanka,72.7,South Asia,Lower middle income,1.68,14.6,0.1,309,12.5,53.61278637
2000,SriLanka,71.5,South Asia,Lower middle income,1.45,14.1,0.1,16527,12.4,60.4909815
2012,Suriname,71.3,Latin America & Caribbean,Upper middle income,5.73,56.3,0.9,0,12.7,1168.324095
2013,Suriname,71.2,Latin America & Caribbean,Upper middle income,6.02,57,0.4,0,12.7,1122.972967
2014,Suriname,71.4,Latin America & Caribbean,Upper middle income,6.32,57.7,0.4,0,12.7,1132.432517
2011,Suriname,76,Latin America & Caribbean,Upper middle income,5.64,55.5,0.1,0,12.5,989.1263558
2010,Suriname,73,Latin America & Caribbean,Upper middle income,5.26,54.8,0.5,0,12.3,99.08095375
2009,Suriname,70,Latin America & Caribbean,Upper middle income,5.13,54.1,0.6,0,12.1,885.0739766
2008,Suriname,69.8,Latin America & Caribbean,Upper middle income,4.94,53.3,1.2,0,11.9,815.4355995
2007,Suriname,69.5,Latin America & Caribbean,Upper middle income,4.72,52.6,0.8,0,11.7,685.0299083
2006,Suriname,69.3,Latin America & Caribbean,Upper middle income,4.52,51.8,0.6,0,11.5,72.800168
2005,Suriname,68.9,Latin America & Caribbean,Upper middle income,4.47,51.1,0.6,0,11.3,418.9206608
2000,Suriname,67.4,Latin America & Caribbean,Upper middle income,4.29,47.6,0.4,0,11.1,268.1837972
2004,Suriname,68.3,Latin America & Caribbean,Upper middle income,4.55,5.4,0.9,0,11.1,4.23257668
2001,Suriname,67.7,Latin America & Caribbean,Upper middle income,4.23,48.3,1.8,0,11,191.2135044
2002,Suriname,67.9,Latin America & Caribbean,Upper middle income,4.41,49,1.6,0,11,250.7112373
2003,Suriname,68,Latin America & Caribbean,Upper middle income,4.53,49.7,1,0,10.9,32.3662077
2005,Sweden,85,Europe & Central Asia,High income,6.5,55.3,0.1,13,16,599.0392403
2004,Sweden,83,Europe & Central Asia,High income,6.6,54.9,0.1,5,16,5793.363644
2011,Sweden,81.7,Europe & Central Asia,High income,7.4,57.7,0.1,26,16,11477.6671
2000,Sweden,79.6,Europe & Central Asia,High income,6.2,52.8,0.1,59,15.9,3689.7273
2006,Sweden,88,Europe & Central Asia,High income,6.5,55.7,0.1,19,15.9,6369.516139
2001,Sweden,79.8,Europe & Central Asia,High income,6.6,53.4,0.1,5,15.9,3554.546434
2003,Sweden,82,Europe & Central Asia,High income,6.9,54.4,0.1,3,15.9,5067.411418
2002,Sweden,79.9,Europe & Central Asia,High income,6.9,53.9,0.1,9,15.9,3998.09987
2007,Sweden,89,Europe & Central Asia,High income,6.9,56.1,0.1,1,15.8,7593.391622
2010,Sweden,81.5,Europe & Central Asia,High income,7.2,57.3,0.1,6,15.8,778.2477467
2014,Sweden,82.3,Europe & Central Asia,High income,7.3,59,0.1,26,15.8,1142.212403
2013,Sweden,81.9,Europe & Central Asia,High income,7.3,58.5,0.1,51,15.8,1212.666327
2009,Sweden,81.4,Europe & Central Asia,High income,7.3,56.9,0.1,3,15.8,682.1070608
2012,Sweden,81.7,Europe & Central Asia,High income,7.4,58.1,0.1,30,15.8,10947.02327
2008,Sweden,81.1,Europe & Central Asia,High income,6.9,56.5,0.1,25,15.7,8105.590882
2014,Switzerland,83.2,Europe & Central Asia,High income,9.61,57,0.1,23,15.9,19479.91161
2013,Switzerland,83,Europe & Central Asia,High income,9.73,56.6,0.1,175,15.8,19099.04506
2012,Switzerland,82.7,Europe & Central Asia,High income,9.86,56.2,0.1,61,15.7,18379.32974
2011,Switzerland,82.6,Europe & Central Asia,High income,9.99,55.8,0.1,621,15.6,18822.86732
2010,Switzerland,82.3,Europe & Central Asia,High income,10.01,55.4,0.1,77,15.4,2198.590865
2009,Switzerland,82.1,Europe & Central Asia,High income,10.15,55,0.1,958,15.3,14714.82588
2008,Switzerland,82,Europe & Central Asia,High income,10.29,54.6,0.1,2022,15.3,2084.255535
2007,Switzerland,81.7,Europe & Central Asia,High income,10.44,54.1,0.1,1015,15.3,11892.33429
2005,Switzerland,81.1,Europe & Central Asia,High income,10.15,53.2,0.1,60,15.2,10055.34981
2006,Switzerland,81.5,Europe & Central Asia,High income,10.24,53.7,0.1,0,15.2,10598.08187
2002,Switzerland,84,Europe & Central Asia,High income,10.85,51.8,0.1,0,15.2,6853.628494
2001,Switzerland,82,Europe & Central Asia,High income,11.12,51.3,0.1,700,15.2,6478.346135
2004,Switzerland,81,Europe & Central Asia,High income,10.55,52.8,0.1,39,15.1,9495.540576
2000,Switzerland,79.7,Europe & Central Asia,High income,11.26,5.8,0.1,0,15.1,5834.582046
2003,Switzerland,85,Europe & Central Asia,High income,10.82,52.3,0.1,574,15,842.2768087
2013,SyrianArabRepublic,63.6,Middle East & North Africa,Low income,0.01,55.2,0.1,740,13,0
2012,SyrianArabRepublic,62.8,Middle East & North Africa,Low income,0.01,54.2,0.1,13,12.5,0
2011,SyrianArabRepublic,71.7,Middle East & North Africa,Low income,0.76,53.2,0.1,13,12,0
2009,SyrianArabRepublic,73.8,Middle East & North Africa,Low income,0.81,51.3,0.1,22,11.8,0
2010,SyrianArabRepublic,73.7,Middle East & North Africa,Low income,0.78,52.3,0.1,26,11.7,0
2008,SyrianArabRepublic,73.8,Middle East & North Africa,Low income,0.8,5.4,0.1,19,11.6,0
2007,SyrianArabRepublic,73.8,Middle East & North Africa,Low income,0.83,49.4,0.1,403,11.5,17.98136184
2006,SyrianArabRepublic,73.7,Middle East & North Africa,Low income,0.97,48.5,0.1,517,11.4,122.6523334
2005,SyrianArabRepublic,73.5,Middle East & North Africa,Low income,0.92,47.6,0.1,375,11,116.2585943
2004,SyrianArabRepublic,73.2,Middle East & North Africa,Low income,0.93,46.8,0.1,189,10.6,10.21129783
2003,SyrianArabRepublic,73,Middle East & North Africa,Low income,1.29,46,0.1,801,10.3,94.75639211
2002,SyrianArabRepublic,72.8,Middle East & North Africa,Low income,1.25,45.3,0.1,538,10.2,91.70356833
2001,SyrianArabRepublic,72.7,Middle East & North Africa,Low income,1.29,44.6,0.1,290,10.1,93.50075111
2000,SyrianArabRepublic,72.6,Middle East & North Africa,Low income,1.41,43.9,0.1,146,10,81.7274712
2014,SyrianArabRepublic,64.4,Middle East & North Africa,Low income,0.01,56.2,0.1,594,9,0
2014,Tajikistan,69.6,Europe & Central Asia,Low income,0.01,39.9,0.2,0,11.3,7.829008596
2013,Tajikistan,69.3,Europe & Central Asia,Low income,0.01,39,0.2,1,11.2,1.0419164
2012,Tajikistan,68.8,Europe & Central Asia,Low income,0.01,38.2,0.2,16,11.1,71.50892145
2009,Tajikistan,66.7,Europe & Central Asia,Low income,0.3,35.9,0.2,0,11.1,35.71613793
2011,Tajikistan,68.1,Europe & Central Asia,Low income,0.32,37.4,0.2,1,11.1,51.9919227
2010,Tajikistan,67.3,Europe & Central Asia,Low income,0.32,36.6,0.2,0,11.1,43.34099958
2007,Tajikistan,66.1,Europe & Central Asia,Low income,0.35,34.7,0.3,2,10.9,2.272404904
2008,Tajikistan,66.4,Europe & Central Asia,Low income,0.32,35.3,0.3,0,10.8,4.153362912
2006,Tajikistan,65.9,Europe & Central Asia,Low income,0.38,34.1,0.3,3,10.7,2.626234903
2005,Tajikistan,65.5,Europe & Central Asia,Low income,0.37,33.5,0.3,0,10.6,19.83672308
2004,Tajikistan,65.9,Europe & Central Asia,Low income,0.38,33,0.3,4,10.5,2.093721752
2003,Tajikistan,65.2,Europe & Central Asia,Low income,0.36,32.5,0.3,2144,10.1,13.25723997
2002,Tajikistan,64.3,Europe & Central Asia,Low income,0.6,32.1,0.3,927,9.8,10.68147485
2001,Tajikistan,64,Europe & Central Asia,Low income,0.86,31.6,0.3,38,9.7,1.142003812
2000,Tajikistan,63.7,Europe & Central Asia,Low income,0.37,31.3,0.3,192,9.6,8.943006492
2012,Thailand,74.3,East Asia & Pacific,Upper middle income,6.56,3.1,0.1,5197,13.7,801.0504655
2014,Thailand,74.6,East Asia & Pacific,Upper middle income,6.41,32.4,0.1,0,13.6,789.0772949
2013,Thailand,74.5,East Asia & Pacific,Upper middle income,6.5,31.3,0.1,2641,13.6,788.6873403
2011,Thailand,74.1,East Asia & Pacific,Upper middle income,6.07,29,0.2,3156,13.3,748.4451054
2010,Thailand,73.9,East Asia & Pacific,Upper middle income,5.95,27.9,0.2,2583,13.1,71.6850913
2009,Thailand,73.7,East Asia & Pacific,Upper middle income,5.88,26.8,0.3,6071,13,547.2101411
2008,Thailand,73.5,East Asia & Pacific,Upper middle income,5.92,25.7,0.3,7790,12.9,609.9511632
2006,Thailand,73,East Asia & Pacific,Upper middle income,6.18,23.6,0.5,3588,12.4,433.9210918
2007,Thailand,73.3,East Asia & Pacific,Upper middle income,6.2,24.6,0.4,3893,12.3,520.7639087
2005,Thailand,72.5,East Asia & Pacific,Upper middle income,6.26,22.6,0.5,3526,12,321.1953005
2004,Thailand,71.6,East Asia & Pacific,Upper middle income,6.17,21.7,0.5,4165,11.9,301.3597791
2003,Thailand,71.7,East Asia & Pacific,Upper middle income,6.14,2.9,0.6,4519,11.8,282.8364612
2002,Thailand,71.4,East Asia & Pacific,Upper middle income,5.93,2.2,0.7,10315,11.5,27.63810304
2001,Thailand,71.2,East Asia & Pacific,Upper middle income,5.92,19.4,0.8,7319,11.2,176.0625201
2000,Thailand,71.1,East Asia & Pacific,Upper middle income,5.88,18.7,0.8,4074,10.9,0.27564826
2010,TheformerYugoslavrepublicofMacedonia,74.7,Europe & Central Asia,Upper middle income,1.47,57.4,0.1,217,13,0
2009,TheformerYugoslavrepublicofMacedonia,74.4,Europe & Central Asia,Upper middle income,1.77,56.9,0.1,5,13,0
2013,TheformerYugoslavrepublicofMacedonia,75.3,Europe & Central Asia,Upper middle income,1.03,59.1,0.1,4,12.9,0
2014,TheformerYugoslavrepublicofMacedonia,75.5,Europe & Central Asia,Upper middle income,1.13,59.7,0.1,116,12.9,0
2011,TheformerYugoslavrepublicofMacedonia,74.9,Europe & Central Asia,Upper middle income,1.16,57.9,0.1,701,12.9,0
2012,TheformerYugoslavrepublicofMacedonia,75.1,Europe & Central Asia,Upper middle income,1.23,58.5,0.1,7,12.9,0
2008,TheformerYugoslavrepublicofMacedonia,74.2,Europe & Central Asia,Upper middle income,1.72,56.4,0.1,27,12.2,0
2007,TheformerYugoslavrepublicofMacedonia,73.5,Europe & Central Asia,Upper middle income,1.75,55.9,0.1,1,12.2,0
2006,TheformerYugoslavrepublicofMacedonia,73.7,Europe & Central Asia,Upper middle income,1.74,55.4,0.1,3,12.1,0
2005,TheformerYugoslavrepublicofMacedonia,73.6,Europe & Central Asia,Upper middle income,1.75,54.9,0.1,5,11.9,0
2004,TheformerYugoslavrepublicofMacedonia,73.5,Europe & Central Asia,Upper middle income,2.07,54.5,0.1,9,11.9,0
2003,TheformerYugoslavrepublicofMacedonia,73.2,Europe & Central Asia,Upper middle income,2.4,54.1,0.1,18,11.9,0
2002,TheformerYugoslavrepublicofMacedonia,72.8,Europe & Central Asia,Upper middle income,2.53,53.6,0.1,19,11.9,0
2001,TheformerYugoslavrepublicofMacedonia,73.1,Europe & Central Asia,Upper middle income,3.27,53.2,0.1,27,11.8,0
2000,TheformerYugoslavrepublicofMacedonia,72.6,Europe & Central Asia,Upper middle income,2.86,52.7,0.1,36,11.7,0
2014,Timor-Leste,68,East Asia & Pacific,Lower middle income,0.01,17,0.1,47,12.5,28.14578503
2013,Timor-Leste,67.7,East Asia & Pacific,Lower middle income,0.01,16.6,0.1,4,12.5,3.379874844
2012,Timor-Leste,67.4,East Asia & Pacific,Lower middle income,0.01,16.2,0.1,16,12.5,30.17998548
2011,Timor-Leste,67.2,East Asia & Pacific,Lower middle income,0.5,15.8,0.1,763,12.5,2.726570602
2010,Timor-Leste,66.9,East Asia & Pacific,Lower middle income,0.1,15.5,0.1,50,12.4,38.58376645
2009,Timor-Leste,66.6,East Asia & Pacific,Lower middle income,0.09,15.1,0.1,10,12.1,36.199487
2008,Timor-Leste,66.2,East Asia & Pacific,Lower middle income,0.06,14.7,0.1,0,11.7,36.69198927
2007,Timor-Leste,65.8,East Asia & Pacific,Lower middle income,0.05,14.2,0.1,0,11.3,11.75766897
2006,Timor-Leste,64.9,East Asia & Pacific,Lower middle income,0.04,13.9,0.1,90,11,28.12560496
2005,Timor-Leste,63.7,East Asia & Pacific,Lower middle income,0.36,13.5,0.1,203,10.6,7.127144699
2004,Timor-Leste,62.3,East Asia & Pacific,Lower middle income,0.38,13.2,0.1,41,10.2,8.415788935
2003,Timor-Leste,61,East Asia & Pacific,Lower middle income,0.44,12.9,0.1,94,9.8,46.3913277
2002,Timor-Leste,62,East Asia & Pacific,Lower middle income,0.48,12.6,0.1,0,9.8,5.649123424
2001,Timor-Leste,59.4,East Asia & Pacific,Lower middle income,0.5,12.3,0.1,0,9.8,6.556583478
2000,Timor-Leste,58.7,East Asia & Pacific,Lower middle income,0.5,11.9,0.1,0,0,49.06967155
2014,Togo,59.7,Sub-Saharan Africa,Low income,0.01,23.7,1,577,12,4.877350139
2013,Togo,59.4,Sub-Saharan Africa,Low income,0.01,23.1,1.5,564,12,48.73047089
2012,Togo,58.9,Sub-Saharan Africa,Low income,0.01,22.6,1.7,238,12,41.60027954
2011,Togo,58.3,Sub-Saharan Africa,Low income,1.44,22,2.6,187,11.5,39.08258546
2010,Togo,57.4,Sub-Saharan Africa,Low income,1.21,21.4,3.8,120,11,41.96145465
2009,Togo,56.7,Sub-Saharan Africa,Low income,1.24,2.9,4.3,425,10.6,77.09551224
2007,Togo,55.9,Sub-Saharan Africa,Low income,1.37,19.8,5.1,8,10.6,0.675682939
2006,Togo,55.7,Sub-Saharan Africa,Low income,1.37,19.3,5,26,10.2,6.226048785
2005,Togo,55,Sub-Saharan Africa,Low income,1.14,18.9,5,38,10.1,36.62174288
2008,Togo,56.2,Sub-Saharan Africa,Low income,1.33,2.4,4.8,187,10.1,69.35924758
2004,Togo,54.9,Sub-Saharan Africa,Low income,1.01,18.4,5.1,61,10,3.989928468
2003,Togo,54.7,Sub-Saharan Africa,Low income,1.02,17.9,5.2,295,9.9,2.995959823
2002,Togo,54.7,Sub-Saharan Africa,Low income,1,17.5,5.3,363,9.7,1.995182912
2001,Togo,54.6,Sub-Saharan Africa,Low income,0.95,17.1,5.3,1833,9.4,2.048574874
2000,Togo,54.6,Sub-Saharan Africa,Low income,1.1,16.6,5.1,3578,9.3,2.02964427
2005,Tonga,72.3,East Asia & Pacific,Upper middle income,1.57,69.4,0.1,0,14.6,689.9440223
2006,Tonga,72.4,East Asia & Pacific,Upper middle income,1.79,7.1,0.1,0,14.6,503.5881956
2004,Tonga,72.2,East Asia & Pacific,Upper middle income,1.8,68.6,0.1,0,14.6,423.2953509
2009,Tonga,72.5,East Asia & Pacific,Upper middle income,1.08,72.1,0.1,0,14.5,4.783805563
2008,Tonga,72.6,East Asia & Pacific,Upper middle income,1.1,71.5,0.1,0,14.5,569.6255035
2007,Tonga,72.5,East Asia & Pacific,Upper middle income,2.05,7.8,0.1,0,14.5,568.8692813
2012,Tonga,73,East Asia & Pacific,Upper middle income,0.01,73.8,0.1,0,14.4,63.80294988
2011,Tonga,72.9,East Asia & Pacific,Upper middle income,0.96,73.3,0.1,0,14.4,7.033980828
2010,Tonga,72.8,East Asia & Pacific,Upper middle income,1.24,72.7,0.1,0,14.4,471.8307668
